sample,remeshed_cd,clipped_cd,reference_cd,cd_diff_percent,remeshed_cl,clipped_cl,reference_cl,cl_diff_percent,remeshed_pressure_drag,clipped_pressure_drag,pressure_drag_diff_percent,remeshed_viscous_drag,clipped_viscous_drag,viscous_drag_diff_percent
sample_000000075,-62.07567384774772,-61.48120124916208,0.010963873636393872,-0.9576579064509156,280.26295642886157,277.9576146508852,0.7651609772458806,-0.8225638547995283,-35.5258677420632,-35.162948040479755,-1.021564636276965,-27.042909430602975,-26.80730057373313,-0.8712407867003383
sample_000000076,-28.179386077579903,-27.60325267956995,0.01132454868322996,-2.044520758627649,64.59952463761731,62.95885529930337,0.1334130257883635,-2.5397545067360245,2.112512751602417,2.0685794274175415,-2.079671431642265,-30.255017404407685,-29.635887357122296,-2.0463714795126533
sample_000000077,-29.94613785122757,-29.446990962788906,0.00931282553761427,-1.6668155704031844,62.01619982566111,60.87113837082375,0.17023514209058152,-1.8463908753782692,-2.363555013521924,-2.34750656384401,-0.6789962402440698,-27.612125297946463,-27.128481383792504,-1.7515635212256826
sample_000000078,-11.844769512718043,-11.735084462832651,0.01169838320659418,-0.9260209729503032,87.94513608522034,86.20205699373017,0.2215630724456156,-1.9820073844687671,17.02180079958621,16.701363993013707,-1.8825082630522365,-28.753481564379168,-28.325601031862217,-1.488099907341395
sample_000000079,-25.498359458158518,-25.602545977694405,0.008259402937983157,0.4086008737419021,-37.19160499382828,-36.950214414421396,-0.09714772909043608,-0.6490458786248665,0.37408974775038106,0.3794861628803074,1.4425455822775455,-25.88555551882921,-25.995053370761784,0.42300754122477524
sample_000000080,-85.91228531881693,-84.1357405290946,0.012620366502735469,-2.0678588436213032,331.5394219067629,324.0459127067714,0.9117237875093896,-2.2602166453975707,-59.527356519711006,-58.235193027721664,-2.1707053152301063,-27.222186099757554,-26.71888044583843,-1.8488803657234818
sample_000000081,-22.21282456290138,-22.257439835347956,0.008641532471960105,0.2008536659542683,-8.624670163841673,-8.714913042718935,-0.054570899186135405,1.0463342616347164,5.08391976440626,5.105736843404128,0.42913893233750106,-27.303132886272024,-27.36963213501893,0.24355904146201476
sample_000000082,-73.83350079560853,-73.8264469294997,0.01215800072197036,-0.00955374732719306,304.2452633150669,299.9419452752604,0.8258804355265805,-1.4144240054610442,-46.904481220181864,-46.80874246766898,-0.20411429787159116,-27.591401909362393,-27.670715441455123,0.28745742008062647
sample_000000083,-39.42326764291669,-39.376154314712224,0.009180043392037469,-0.11950640071544798,188.09174021076024,187.28837582603052,0.4688566521810056,-0.4271130586752688,-10.979552600829939,-10.917591296693832,-0.5643335970850311,-28.59765622632979,-28.61184665873868,0.04962096297887117
sample_000000084,-49.89971515347365,-48.66491032411095,0.011811550201618268,-2.4745729019993083,-141.26292706312393,-136.26599585192895,-0.4319539184557661,-3.5373266822951197,-19.921216975387306,-19.075604555385954,-4.244782941956344,-30.180048224135533,-29.783725791172895,-1.3131935045938448
sample_000000085,-132.83420825213008,-132.8128185799861,0.014369116027776055,-0.01610253294345913,472.9080437487436,472.9631111586205,1.2734300542330879,0.011644422336403256,-104.9862911648197,-104.96209862705582,-0.023043520725863617,-29.099297106854593,-29.102245817584006,0.010133271324682466
sample_000000086,-28.83680114203793,-28.942933483095,0.010004406816491096,0.36804477908040556,-17.47455934778419,-17.546198545533343,-0.06277211446443376,0.40996282838020337,0.16415635354475408,0.13356723315858798,-18.63413734871161,-29.014490687745663,-29.09008939310355,0.26055499705812973
sample_000000087,-73.43911774499945,-73.38136487820684,0.01155494982229756,-0.07864046922941714,346.5328420159121,345.27193522968696,0.9002974179341107,-0.3638635746297382,-46.23125609156359,-46.120188956535294,-0.24024252079224956,-27.91485429532144,-27.965595638732527,0.18177183686604773
